code,description
J11,Influenza debida a virus no identificado
J12,"Neumonía viral, no clasificada en otra parte"
J00,Rinofaringitis aguda [resfriado común]
J01,Sinusitis aguda
J02,Faringitis aguda
J03,Amigdalitis aguda
J04,Laringitis y traqueítis agudas
J05,Laringitis obstructiva aguda [crup] y epiglotitis
K55,Trastornos vasculares de los intestinos
K56,Íleo paralítico y obstrucción intestinal sin hernia
K57,Enfermedad diverticular del intestino
K58,Síndrome del colon irritable
K59,Otros trastornos funcionales del intestino
K60,Fisura y fístula de las regiones anal y rectal
K61,Absceso de las regiones anal y rectal
K50,Enfermedad de Crohn [enteritis regional]
K51,Colitis ulcerativa
K52,Otras colitis y gastroenteritis no infecciosas
K40,Hernia inguinal
K41,Hernia femoral
K42,Hernia umbilical
K43,Hernia ventral
K35,Apendicitis aguda
K36,Otros tipos de apendicitis
K37,"Apendicitis, no especificada"
K38,Otras enfermedades del apéndice
K20,Esofagitis
K21,Enfermedad del reflujo gastroesofágico
K22,Otras enfermedades del esófago
K00,Trastornos del desarrollo y de la erupción de los dientes
K01,Dientes incluidos e impactados
K02,Caries dental
K03,Otras enfermedades de los tejidos duros de los dientes
K04,Enfermedades de la pulpa y de los tejidos periapicales
K05,Gingivitis y enfermedades periodontales
L40,Psoriasis
L41,Parapsoriasis
L42,Pitiriasis rosada
L43,Liquen plano
L44,Otros trastornos papuloescamosos
L20,Dermatitis atópica
L21,Dermatitis seborreica
L22,Dermatitis del pañal
L23,Dermatitis alérgica de contacto
L24,Dermatitis de contacto por irritantes
L25,"Dermatitis de contacto, forma no especificada"
L26,Dermatitis exfoliativa
L10,Pénfigo
L11,Otros trastornos acantolíticos
L12,Penfigoide
L00,Síndrome estafilocócico de la piel escaldada
L01,Impétigo
L02,"Absceso cutáneo, furúnculo y carbunco"
L03,Celulitis
L04,Linfadenitis aguda
M80-M85,Trastornos de la densidad y de la estructura óseas
M86-M90,Otras osteopatías
M91-M94,Condropatías
M60-M63,Trastornos de los músculos
M65-M68,Trastornos de los tendones y de la sinovia
M70-M79,Otros trastornos de los tejidos blandos
M40-M43,Dorsopatías deformantes
M45-M49,Espondilopatías
M50-M54,Otras dorsopatías
M30,Poliarteritis nudosa y afecciones relacionadas
M31,Otras vasculopatías necrotizantes
M32,Lupus eritematoso sistémico
M33,Dermatopolimiositis
M34,Esclerosis sistémica
M35,Otro compromiso sistémico del tejido conjuntivo
M36,Trastornos sistémicos del tejido conjuntivo en enfermedades clasificadas en otra parte
M00-M03,Artropatías infecciosas
M05-M14,Poliartropatías inflamatorias
M15-M19,Artrosis
M20-M25,Otros trastornos articulares
A90,Fiebre del dengue [dengue clásico]
A91,Fiebre del dengue hemorrágico
A92,Otras fiebres virales transmitidas por mosquitos
A93,"Otras fiebres virales transmitidas por artrópodos, no clasificadas en otra parte"
A80,Poliomielitis aguda
A81,Infecciones del sistema nervioso central por virus atípico
A82,Rabia
A83,Encefalitis viral transmitida por mosquitos
A84,Encefalitis viral transmitida por garrapatas
A85,"Otras encefalitis virales, no clasificadas en otra parte"
A75,Tifus
A77,Fiebre maculosa [rickettsiosis transmitida por garrapatas]
A78,Fiebre Q
A79,Otras rickettsiosis
A70,Infección debida a Chlamydia psittaci
A71,Tracoma
A74,Otras enfermedades causadas por clamidias
A65,Sífilis no venérea
A66,Frambesia
A67,Pinta [carate]
A68,Fiebres recurrentes
A69,Otras infecciones causadas por espiroquetas
A50,Sífilis congénita
A51,Sífilis precoz
A52,Sífilis tardía
A53,Otras sífilis y las no especificadas
A30,Lepra [enfermedad de Hansen]
A31,Infecciones debidas a otras micobacterias
A32,Listeriosis
A33,Tétanos neonatal
A34,Tétanos obstétrico
A35,Otros tétanos
A20,Peste
A21,Tularemia
A22,Carbunco [ántrax]
A23,Brucelosis
A24,Muermo y melioidosis
A15,"Tuberculosis respiratoria, confirmada bacteriológica e histológicamente"
A16,"Tuberculosis respiratoria, no confirmada bacteriológica o histológicamente"
A17,Tuberculosis del sistema nervioso
A18,Tuberculosis de otros órganos
A19,Tuberculosis miliar
N20,Cálculo del riñón y del uréter
N21,Cálculo de las vías urinarias inferiores
N22,Cálculo de las vías urinarias en enfermedades clasificadas en otra parte
N23,"Cólico renal, no especificado"
N17,Insuficiencia renal aguda
N18,Insuficiencia renal crónica
N19,Insuficiencia renal no especificada
N10,Nefritis tubulointersticial aguda
N11,Nefritis tubulointersticial crónica
N12,"Nefritis tubulointersticial, no especificada como aguda o crónica"
N13,Uropatía obstructiva y por reflujo
N14,Afecciones tubulares y tubulointersticiales inducidas por drogas y por metales pesados
N00,Síndrome nefrítico agudo
N01,Síndrome nefrítico rápidamente progresivo
N02,Hematuria recurrente y persistente
N03,Síndrome nefrítico crónico
N04,Síndrome nefrótico
N05,Síndrome nefrítico no especificado
N06,Proteinuria aislada con lesión morfológica especificada
O30,Embarazo múltiple
O31,Complicaciones específicas del embarazo múltiple
O32,"Atención materna por presentación anormal del feto, conocida o presunta"
O33,Atención materna por desproporción conocida o presunta
O34,Atención materna por anormalidades conocidas o presuntas de los órganos pelvianos de la madre
G06,Absceso y granuloma intracraneal e intrarraquídeo
G07,Absceso y granuloma intracraneal e intrarraquídeo en enfermedades clasificadas en otra parte
G08,Flebitis y tromboflebitis intracraneal e intrarraquídea
G09,Secuelas de enfermedades inflamatorias del sistema nervioso central
S32,Fractura de la columna lumbar y de la pelvis
S33,"Luxación, esguince y torcedura de articulaciones y ligamentos de la columna lumbar y de la pelvis"
S34,"Traumatismo de los nervios y de la médula espinal lumbar, a nivel del abdomen, de la región lumbosacra y de la pelvis"
S35,"Traumatismo de vasos sanguíneos a nivel del abdomen, de la región lumbosacra y de la pelvis"
S36,Traumatismo de órganos intraabdominales
S37,Traumatismo del aparato urinario y de los órganos pélvicos
S38,"Traumatismo por aplastamiento y amputación traumática de parte del abdomen, de la región lumbosacra y de la pelvis"
S39,"Otros traumatismos y los no especificados del abdomen, de la región lumbosacra y de la pelvis"
S25,Traumatismo de vasos sanguíneos del tórax
S26,Traumatismo del corazón
S27,Traumatismo de otros órganos intratorácicos y de los no especificados
S28,Traumatismo por aplastamiento del tórax y amputación traumática de parte del tórax
S29,Otros traumatismos y los no especificados del tórax
O20,Hemorragia precoz del embarazo
O21,Vómitos excesivos en el embarazo
O22,Complicaciones venosas en el embarazo
O23,Infección de las vías genitourinarias en el embarazo
O24,Diabetes mellitus en el embarazo
O25,Desnutrición en el embarazo
O26,Atención a la madre por otras complicaciones principalmente relacionadas con el embarazo
S13,"Luxación, esguince y torcedura de articulaciones y ligamentos del cuello"
S14,Traumatismo de la médula espinal y de nervios a nivel del cuello
S15,Traumatismo de vasos sanguíneos a nivel del cuello
S16,Traumatismo de tendón y músculos a nivel del cuello
S17,Traumatismo por aplastamiento del cuello
S18,Amputación traumática a nivel del cuello
S19,Otros traumatismos y los no especificados del cuello
S05,Traumatismo del ojo y de la órbita
S06,Traumatismo intracraneal
S07,Traumatismo por aplastamiento de la cabeza
S08,Amputación traumática de parte de la cabeza
S09,Otros traumatismos y los no especificados de la cabeza
O10,"Hipertensión preexistente que complica el embarazo, el parto y el puerperio"
O11,"Trastornos hipertensivos preexistentes, con proteinuria agregada"
O12,Edema y proteinuria gestacionales [inducidos por el embarazo] sin hipertensión
O13,Hipertensión gestacional [inducida por el embarazo] sin proteinuria significativa
O14,Hipertensión gestacional [inducida por el embarazo] con proteinuria significativa
F88,Otros trastornos del desarrollo psicológico
F89,"Trastorno del desarrollo psicológico, no especificado"
O00,Embarazo ectópico
O01,Mola hidatiforme
O02,Otros productos anormales de la concepción
O03,Aborto espontáneo
O04,Aborto médico
O05,Otro aborto
O06,Aborto no especificado
O07,Intento fallido de aborto
D80,Inmunodeficiencia con predominio de defectos de los anticuerpos
D81,Inmunodeficiencias combinadas
D82,Inmunodeficiencia asociada con otros defectos mayores
D83,Inmunodeficiencia variable común
D84,Otras inmunodeficiencias
D86,Sarcoidosis
D89,"Otros trastornos que afectan el mecanismo de la inmunidad, no clasificados en otra parte"
P70,Trastornos transitorios del metabolismo de los carbohidratos específicos del feto y del recién nacido
P71,Trastornos neonatales transitorios del metabolismo del calcio y del magnesio
P72,Otros trastornos endocrinos neonatales transitorios
P74,Otras alteraciones metabólicas y electrolíticas neonatales transitorias
P50,Pérdida de sangre fetal
P51,Hemorragia umbilical del recién nacido
P52,Hemorragia intracraneal no traumática del feto y del recién nacido
P53,Enfermedad hemorrágica del feto y del recién nacido
P35,Enfermedades virales congénitas
P36,Sepsis bacteriana del recién nacido
P37,Otras enfermedades infecciosas y parasitarias congénitas
P38,Onfalitis del recién nacido con o sin hemorragia leve
P39,Otras infecciones específicas del período perinatal
F79,"Retraso mental, no especificado"
P20,Hipoxia intrauterina
P21,Asfixia del nacimiento
P22,Dificultad respiratoria del recién nacido
P23,Neumonía congénita
F63,Trastornos de los hábitos y de los impulsos
F64,Trastornos de la identidad de género
F65,Trastornos de la preferencia sexual
F66,Trastornos psicológicos y del comportamiento asociados con el desarrollo y con la orientación sexuales
F68,Otros trastornos de la personalidad y del comportamiento en adultos
F69,"Trastorno de la personalidad y del comportamiento en adultos, no especificado"
F59,"Síndromes del comportamiento asociados con alteraciones fisiológicas y factores físicos, no especificados"
P10,Hemorragia y laceración intracraneal debidas a traumatismo del nacimiento
P11,Otros traumatismos del nacimiento en el sistema nervioso central
P12,Traumatismo del nacimiento en el cuero cabelludo
P13,Traumatismo del esqueleto durante el nacimiento
P14,Traumatismo del sistema nervioso periférico durante el nacimiento
P15,Otros traumatismos del nacimiento
A07,Otras enfermedades intestinales debidas a protozoarios
A08,Infecciones intestinales debidas a virus y otros organismos especificados
A09,Diarrea y gastroenteritis de presunto origen infeccioso
G97,"Trastornos del sistema nervioso consecutivos a procedimientos, no clasificados en otra parte"
G98,"Otros trastornos del sistema nervioso, no clasificados en otra parte"
G99,Otros trastornos del sistema nervioso en enfermedades clasificadas en otra parte
P05,Retardo del crecimiento fetal y desnutrición fetal
P00,Feto y recién nacido afectados por condiciones de la madre no necesariamente relacionadas con el embarazo presente
P01,Feto y recién nacido afectados por complicaciones maternas del embarazo
P02,"Feto y recién nacido afectados por complicaciones de la placenta, del cordón umbilical y de las membranas"
P03,Feto y recién nacido afectados por otras complicaciones del trabajo de parto y del parto
P04,Feto y recién nacido afectados por influencias nocivas transmitidas a través de la placenta o de la leche materna
G54,Trastornos de las raíces y de los plexos nerviosos
G55,Compresiones de las raíces y de los plexos nerviosos en enfermedades clasificadas en otra parte
G56,Mononeuropatías del miembro superior
G57,Mononeuropatías del miembro inferior
G58,Otras mononeuropatías
G59,Mononeuropatía en enfermedades clasificadas en otra parte
E70,Trastornos del metabolismo de los aminoácidos aromáticos
E71,Trastornos del metabolismo de los aminoácidos de cadena ramificada y de los ácidos grasos
E72,Otros trastornos del metabolismo de los aminoácidos
E65,Adiposidad localizada
E66,Obesidad
E67,Otros tipos de hiperalimentación
E68,Secuelas de hiperalimentación
E50,Deficiencia de vitamina A
E51,Deficiencia de tiamina
E52,Deficiencia de niacina [pelagra]
E53,Deficiencias de otras vitaminas del grupo B
E54,Deficiencia de ácido ascórbico
E55,Deficiencia de vitamina D
E56,Otras deficiencias de vitaminas
G44,Otros síndromes de cefalea
G45,Ataques de isquemia cerebral transitoria y síndromes afines
G46,Síndromes vasculares encefálicos en enfermedades cerebrovasculares (I60–I67)
G47,Trastornos del sueño
E40,Kwashiorkor
E41,Marasmo nutricional
E42,Kwashiorkor marasmático
Q20,Malformaciones congénitas de las cámaras cardíacas y sus conexiones
Q21,Malformaciones congénitas de los tabiques cardíacos
Q22,Malformaciones congénitas de las válvulas pulmonar y tricúspide
Q23,Malformaciones congénitas de las válvulas aórtica y mitral
Q24,Otras malformaciones congénitas del corazón
Q25,Malformaciones congénitas de las grandes arterias
Q10,"Malformaciones congénitas de los párpados, del aparato lagrimal y de la órbita"
Q11,"Anoftalmía, microftalmía y macroftalmía"
Q12,Malformaciones congénitas del cristalino
Q00,Anencefalia y malformaciones congénitas similares
Q01,Encefalocele
Q02,Microcefalia
Q03,Hidrocéfalo congénito
